🎓 GRADUATE SPOTLIGHT A couple of commercials sparked a journey that would eventually lead Behnia Rezazadeh Shirazi from Iran to Iowa. Shirazi will graduate from Iowa State this weekend with bachelor’s degrees in biology::: biophysics and biochemistry. He's looking toward a career in the biotech industry::: with hopes to solve global challenges from cancer to Alzheimer's disease.  NEWS.IASTATE.EDU Graduating ISU student has a plan: Use research to solve global problems • News Service • Iowa State University,2021-05-03 20:21:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎓 GRADUATE SPOTLIGHT Iowa State may not be the first university you think of when it comes to marine biology. That didn’t stop Toni Sleugh from turning her ISU experience into exactly what she wanted in terms of marine biology::: environmental conservation and management. Sleugh will graduate this weekend with a bachelor’s degree in biology and environmental studies before heading to a Ph.D. program.  NEWS.IASTATE.EDU Graduating senior pursued passion for marine biology at landlocked Iowa State • News Service • Iowa State University,2021-05-03 20:14:40,Congratulations on all your accomplishments and your upcoming graduation::: Toni! You've made us #CALSproud! #CALSgrad,Well there's always Lake Laverne.,Congratulations 🍾🎈🎊🎉,Awesome job!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Cyclones: Visit the Iowa State University Office of Admissions pages for graphics::: backgrounds and more to use on #CollegeSigningDay May 1. We can't wait to welcome you to campus! 🌪  Iowa State University Office of Admissions added 4 new photos to the album: Graphics. 30 April 2021 г.::: 07:14 ·,2021-04-30 20:09:31,Future Cyclone made his first visit to Ames today,Welcome to the incoming class! You’re gonna love it here 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arguably the best #PostcardFromCampus every year.🌷😍💐  YOUTUBE.COM Postcard from Campus: New Beginnings,2021-04-29 13:30:18,Beautiful,David Kagima,Lovely!,Definitely the best,Allison Hjulberg,Such a beautiful campus!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University added 8 new photos. 27 April 2021 г.::: 07:37 · Дополнительные настройки  Missing campus? Follow @IowaStateU on Instagram and Twitter to see how campus looks through the lens of university photographer Christopher Gannon and videographer Dave Olson.,2021-04-27 13:37:35,The most beautiful campus!,A very beautiful campus.💕,Emma Cockburn,Campus is so beautiful now! Amazing!,Beautiful,Nice,Mavis Anderson,Love it there!,Beautiful.,Beautiful as always,so beautiful ISU wish can go back to campus one day,Sydney Barker - These pictures make me want to drive up to Ames just to walk around campus!,Pretty,A gorgeous campus with all it's blooms.,Beautiful!,I miss my campus :(,Beautiful!,The pictures are very pretty.,Beautiful campus!,Reminds me of the huge redbud that was between the chemistry building and the rest of campus when I was at Ohio Wesleyan.,My beautiful Alma Matter::: so many great memories. Hopefully I will go back to visit campus with my family. Iowa is always in my heart::: I am so grateful to my friends in Iowa.,Use to be tough & cold,Stunning!,Beautiful!,Hey I think this is a good thing; I'd want to know if anyone I associated with had this mindset because I'd help them out with the dis-association process........ .. https:// www.theblaze.com /news/ professor-limits -interactions-w ith-white-peopl e?utm_source=dl vr.it&utm_mediu m=facebook,Glory to Hashem for the flowers and trees He made,Awesome...i miss ISU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here's a sneak peek of some extra footage from the spring video postcard being put together.,2021-04-26 20:48:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University P&S Council 23 April 2021 г.::: 09:20 ·  Iowa State University is a great institution because of the talented and dedicated people who come together to make a real commitment to excellence. The Professional and Scientific Council CYtation Awards recognize Professional and Scientific employees::: particularly those who might not otherwise receive public recognition::: who go above and beyond the call of duty; do something extraordinarily well; and act in such a way as to make a real difference in the institution. Congratulations::: to the 2020 CYtation award recipients!  Details of the outstanding work done by the 2020 Professional and Scientific Council CYtation Award recipients can be found by visiting: http://ow.ly/v6bR50EwbVl.,2021-04-26 16:11:07,Congratulations ::: Kyle Holtman!,Kimber Damour::: did you see this?,Congrats Annette Nelson!,🌹😀,Yay Annette Nelson! Congratulations !,Congrats Annette!,Congrats!!@,Congratulations,Congratulations Kyle::: very proud of you ❤️💛,Yes!!! Congratulations !!,Congratulations Jessica Shannon! I’m so proud of you.,Congratulations Annette!,Congratulations Kyle great dedication.,Congrats Kyle Holtman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Green! Iowa State University partnered with campus units and student organizations to celebrate Earth Day.,2021-04-22 21:12:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Iowa State students and employees can now schedule an appointment for a COVID-19 vaccine. Appointments are available April 21-22 (second doses on May 12-13) and April 27-29 (second doses on May 18-20). Do not schedule a vaccine appointment at Iowa State if you are unable to receive both doses on campus. Your second appointment will be scheduled during registration for your first appointment. 📅 https://pss.medfusion.net/?bookmarkurl=eyJ0eXBlIjoibGluayIsImxpbmtHdWlkIjoiMzJjZDJmYjgtYTg4YS00OGEwLWFlY2YtOTM3MzZhM2EzOTBjIn0=#/ ℹ️ web.iastate.edu/safety/updates/covid19/vaccinations,2021-04-21 13:32:55,You will suffer Infertility::: women after it. Beware of you better take it seriously,Stop injecting our kids with an experimental drug for a virus they will most likely survive if they get it.,Chris Petit,Happy Mothers Day to future mothers.  Please avoid shots that might prevent you from becoming mothers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Read the full statement: www.president.iastate.edu/communications/messages/2021/4/20-verdict  [Image text includes a statement quote: ""Let us take this moment to recommit ourselves to what unites us here at Iowa State in common humanity::: while condemning what is hateful::: racist and divisive.""]",2021-04-20 21:49:36,Amen,Thank you::: ISU.,Great post. Thank you ISU!,Many blessings to all ISU family and students.,God Bless Iowa,Got bless Us All,Amen!,I still would love to see this in action. Still just words to me.,As American Indian when will this university rescind it’s socially oppressive name...seriousl y!,Thank your for your thoughtful and decisive words.,Change the name of Catt Hall if you really condemn racism,Fire Rita Mookerjee then!,Yet you keep Mookerjee employed spewing racist comments,Does this Professor work at Iowa State? Seems to me that this Professor doesn't agree with the vision of what the Campus has to offer...how is she being United if she avoids a certain race especially if she is teaching that race of students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After months of planning and with the help of hundreds of volunteers::: campus vaccination clinics are underway. web.iastate.edu/safety/updates/covid19/vaccinations,2021-04-20 20:56:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Department of Music & Theatre at Iowa State University symphonic band found an innovative way to perform during a pandemic. Here are some sounds from this morning's concert. 🎶,2021-04-16 21:27:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful photo of Lancelot and Elaine on Lake LaVerne::: taken by Ray Chen::: a faculty member in the Iowa State University Ivy College of Business. 🦢🦢,2021-04-16 18:14:20,Madison,Emma Cockburn,Audrey Batts,You are amazing.,❤️❤️awesome photo!,Perfection💕,Tyler Battle,Haleigh Anderson,Love it::: thanks for the great picture and the memories of seeing them so many years ago!,Paul Iverson 💜💜,Love it,Perfect,Beautiful!,Ah::: Lake Latrine (as it was referred to by a certain 1959 Iowa State College of Veterinary Medicine grad). A beautiful centerpiece of the ISU campus!,🦢❤️🦢💛,Awesome,Dawn Alesch,Sweet!,Becky Ziesman,Great picture Ray Chen!,I think they are gonna fight!! I worked on Lincoln Way ages ago and those Swans were MEAN!,Wow. Nice,One of the things I love about ISU! ❤️💛,Omg that's perfect! I swear they knew what they were doing.,Darla Swanson 🦢❤️,Beautiful,Sweet,Brittney Nelson,🇺🇸,Sarah Brooklyn,Perfection...♥️♥️,Love ❤️ this! Thank you for sharing.,Beautiful ❤,Stunning photo!,Kenzie Mercer Troy Mercer,So awesome...❤️❤️,Allison Hjulberg,Perfect !!!,Matheus Dalsente Krause,thank you for that picture,Kate Malott,Donna,Wow...just wow! Eric Michael Smay,#lovewins 🦢🏳️‍🌈,Kathy Pour <3,Emma look how pretty!,love it,Stunning photograph!,Morgan Caye Ott this is beautiful,What an amazing picture!!,Katie Kunik,That photo is perfection! ♥️,Cindi Donaghy-Trevillyan,So beautiful.,How beautiful!!,Absolutely beautiful. Go see them often.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcript processing now is faster::: with new options for current students (transcript holds for semester grades/degrees) and alumni who attended prior to fall 1976 (e-transcripts). ℹ️ www.registrar.iastate.edu/students/order-an-official-transcript  REGISTRAR.IASTATE.EDU Ordering Official Transcripts | The Office of the Registrar | Iowa State University,2021-04-15 22:27:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignite Innovation Showcase events start tomorrow. Join us! 🔥 www.regcytes.extension.iastate.edu/innovate  Iowa State University Student Innovation Center 13 April 2021 г.::: 13:05 ·  We're fired up and fanning the flame of innovation::: and you're invited to celebrate with us! Register free today for the virtual Ignite Innovation Showcase::: April 16-23::: to see amazing inventions firsthand::: get behind-the-scenes access to events::: and learn more about the unique opportunities at Iowa State University! #IowaStateInnovates  Sign up at https://www.regcytes.extension.iastate.edu/innovate/!,2021-04-15 19:41:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaccines are important tools to stop the pandemic. Campus vaccination updates and an FAQ that includes specifics about guidance and requirements are available on ISU's COVID-19 website: web.iastate.edu/safety/updates/covid19/vaccinations,2021-04-14 21:35:37,Don't forget to disclose that these are emergency use authorized products only and have not yet received full licensure from the FDA. This could be a legal liability if not disclosed to the participants. I do not see this listed on your website!! This is important part of providing legal informed consent to the patients participating.,Do we know which vaccine isu is giving,Maybe promote a healthy immune system before an injection 💁,I just read one of the takeaways of the governor’s press conference today is vaccination means no mask for college students.,The second “booster dose” is exactly the same as the first dose. In the FAQ it says they are different. Not sure why they are saying that.,This age group is largely unaffected by this virus and should not get this vaccine. We don’t have data yet as to how this affects fertility amongst other important issues.,The Vaers link to report::: which includes the explanation about the site “Just because an adverse event happened after a person received a vaccine does not mean the vaccine caused the adverse event.” https:// vaers.hhs.gov/ faq.html,Why did J&J get paused? Why did a Scandinavian country outlaw another?  Half facts ISU.,Stop the pressure on college kids to get vaccinated.,Michael Angelos VAERS is a passive database which anyone can use. It’s not a tool to establish a causal relationship... .it says so on the website. Just because someone died after getting a vaccine doesn’t mean they died BECAUSE OF the vaccine...peopl e die after going to sleep...did sleep kill all these people? I’m sure refusing dialysis in the first example of your link::: might have something to do with that death.,Mild flu no it's not::: G-d that tu reject fight against it naturally,VAERS - check it out. Choice matters. Also::: I personally know over 5 people who are experiencing awful side effects. One healthy 38 year old mom almost died. I’ve also heard multiple stories from friends. People need to share their stories::: because bottom line this has not been studied yet. Not enough time. We just don’t know long term effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-04-14 16:12:39,Nice,Nice. Iowa State,Beautiful pic😍 Go Cyclones!❤️🥰,Memories,My beloved Alma Matter::: Proud to be a CYCLONE.,Cool,Good memories.....,Beardshear Hall..,Love it! My Iowa State University! 😄,It’s a beautiful campus with rich history!,It was my work place as a research assistant. It will always be dear to my heart,Beautiful campus. Proud to be a Cyclone!,Stunning!,Lots of memories here!,Unforgettable memories at ISU. Ames my second home.,Yen Diep,Lot of memories at the Memorial Union::: love it.,Susmita Basu,Tirthankar Seth,Soo proud of you! Hope the first day went well I can yell for the Cyclones☺️ love you sweetie,Ok,Vaishnavi Kothari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll up your sleeves::: Cyclones. We can do this!,2021-04-14 15:57:35,Justin Cato,Any updates on the J&J plan for students?,Stop pushing an experimental vaccine on college age kids.,YES! Be responsible::: if not for yourself::: then others.,Amanda Creen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks to senior Mason Ohnemus for sharing this stunning photo taken last night.,2021-04-13 19:51:48,...is that Heaven???,Vance Ohnemus,Beautiful. ❤💛,So beautiful!,Love all the stars in the sky.,Stacey Deegan Gossling,Great picture Mason 😋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The CDC and U.S. Food and Drug Administration announced a recommendation to temporarily pause the use of the Johnson & Johnson vaccine. Iowa State is complying with this recommendation and monitoring the situation. ISU will not administer any J&J doses::: pending further information and guidance from the CDC and FDA. Vaccination updates: web.iastate.edu/safety/updates/covid19/vaccinations  WEB.IASTATE.EDU COVID-19 Vaccinations | Iowa State University,2021-04-13 15:50:59,Johnson & Johnson vaccine should have been extensively tested before administered to unsuspecting victims - CDC & FDA have strict guidelines to follow prior to giving Green Light to commence mass production of vaccines and start vaccination campaigns! COVID19 virus is still throwing curved balls to medical community and more research is necessary!,They should all be permanently paused. Can’t believe so many are comfortable experimenting with their health for the government’s benefit... brainwashing at its best.,J & J couldn't figure out Baby Powder::: Pat Doman .🤦‍♀️,6 out of 7:::000:::000 is so statistically insignificant though.,Raegan Wigfield,Planning to wait until the semester ends and getting the vaccine elsewhere. No thanks J and J.,Do students need to call somewhere to cancel their appointment or will they automatically be canceled?,Tierney Sothman😳,Bradley Tierney,A product so safe and effective that there is zero liability for pharmaceutical companies 🙌🏼  https:// www.usatoday.com /story/news/ health/2020/12/ 24/ covid-vaccine-in juries-sent-pro gram-rejects-mo st-claims/ 4006753001/,Thank God and you shouldn't have to take it either!!! None of these should be forced on people to take. I will continue to pray for the people that have taken any of these vaccines. Because no one knows the side effects of any of these vaccines.,Both my college kids got the Merdona.,Isn’t one life lost too many??,there such assholes! you are right Helen Love,Your needle,Is poison,Chris Petit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University added 2 new photos. 12 April 2021 г.::: 14:33 · Дополнительные настройки  Missing campus? Follow @IowaStateU on Instagram and Twitter to see how campus looks through the lens of university photographer Christopher Gannon and videographer Dave Olson.,2021-04-12 20:33:40,Leanne Lauber!!!!!,Doreen Price Kristine Olson Harmon,ISU has a beautiful campus!,So beautiful,Saucer Magnolia are definitely peaking this week. So beautiful!,Soon San Lee Berlyn Ho,Beautiful 💖💖,ISU always has had such a beautiful campus!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University added 2 new photos. 8 April 2021 г.::: 09:22 · Дополнительные настройки  Missing campus? Follow @IowaStateU on Instagram and Twitter to see how campus looks through the lens of university photographer Christopher Gannon and videographer Dave Olson.,2021-04-08 15:22:37,Great pictures,I need to gooo ❤️❤️❤️❤️❤️,Love ISU CAMPUS,Suzanne - more of that beautiful Scilla.,Beautiful tree out by Lagomarcino!,Such a beautiful campus,He's an amazing photographter.,Beautiful campus...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traveling to/from Ames via the Interstate 35/Highway 30 interchange? Be aware that ramp closures will alter access and travel patterns until late November.  NEWS.IOWADOT.GOV Iowa Department of Transportation,2021-04-06 22:38:26,Glad im not gonna be in Ames this football season! XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A two-week::: large-scale vaccination clinic is planned for the campus community::: beginning April 19. Updates will be posted as vaccine supplies and details are finalized. ℹ️ web.iastate.edu/safety/updates/covid19/vaccinations 📧 www.president.iastate.edu/communications/messages/2021/4/6-vaccines  PRESIDENT.IASTATE.EDU COVID-19 Vaccination update #1 from Pres. Wintersteen and AVP Baldwin | Office of the President | Iowa State University,2021-04-06 18:58:12,Bradley Tierney,Rabecka Parker get on it,Cindy Plummer,Jake Baumstark Whoo Hoo!,Lauren Traxler,Morgan Petersen ❤,Jenna Pagel,Betty Strohman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Cyclone family mourns. Campus support services are available to help with grief and loss. ℹ️ www.counseling.iastate.edu/counseling ℹ️ www.studentassistance.dso.iastate.edu ℹ️ www.hr.iastate.edu/benefits/addlbenefits/employee-assistance-program ℹ️ www.provost.iastate.edu/faculty-success/development/helping-students-manage-traumatic-events ℹ️ cyclonesforever.iastate.edu/ ℹ️ www.news.iastate.edu/news/2021/03/28/boataccident,2021-03-31 13:46:49,Yeah,Thoughts and prayers go out to the families & friends and to ISU. ❤️💛,❤️ prayers to students and families 🙏🏻,Wrapping the ISU community in peace and love.,My heart goes out to the Cyclone family 💔,Prayers ❤️💛,So sad . Prayers for the families of these young men and the ISU community ❤️💛,My heart hurts for the families and friends of those lost. May those who survived their time in the water find peace. Such a sad loss.,Prayers for the families 😢😢😢,✝️✝️✝️🙏🏻🙏🏻🙏🏻❤️❤️❤️🌪🌪💛❤️,Prayers to the family and students.,Apoya a esta página amigo🙏https:// www.facebook.com / 104433731042882/ posts/ 284173753068878/ ?substory_index= 0&app=fbl,❤️💛❤️💛,Leslie Cruz Frick,Hi friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 2021-22 academic calendar is set::: including spring break::: Thanksgiving break::: and a 4-week winter session. 📧 www.president.iastate.edu/communications/messages/2021/3/23-academic-calendar 🗓 www.registrar.iastate.edu/calendar  REGISTRAR.IASTATE.EDU Academic Calendars | The Office of the Registrar | Iowa State University,2021-03-26 18:09:35,Thank you!!!!!,Following,Could have left the dates alone? Daughter is now having to change wedding date because of the change. Yes it can be done but payments made and papers signed. Hopefully a new date is found soon.,Jack Sisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa State University Student Innovation Center 23 March 2021 г.::: 10:56 ·  Our inaugural Ignite Innovation Showcase is quickly approaching! You might be asking::: 'what is this celebration all about?' Here's what you need to know!  - This is a 100% free online event for spectators everywhere! - All of Iowa State University's colleges are represented::: along with various student organizations and programs. - We're celebrating for 8 days::: but #IowaStateInnovates 24/7::: 365 days a year. We've got a lot to showcase::: and it doesn't stop here!  Learn more and register online today: https://www.regcytes.extension.iastate.edu/innovate/,2021-03-23 19:06:37,You make it to complicated!,Glad all my kids graduated will honors no less! ! Your university will not EVER get another dime out of us ever in donations!!! Are you Kidding me ? You actually are promoting 3D printing of GUNS after the murders you have had on campus!!! Shame on you!!!! I hope you never get a donation again. Shame on you!!! 😡😡😡😡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you've been anywhere::: wear this everywhere. 😷  More post-travel precautions from @CDCgov: ℹ️ www.cdc.gov/coronavirus/2019-ncov/travelers/after-travel-precautions.html,2021-03-22 13:59:32,What if you're vaccinated? The original guidelines said it wasn't necessary to quarantine::: even if the people you're with have not been vaccinated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Iowa Agricultural College and Model Farm was established on March 22::: 1858.,2021-03-22 13:20:24,Happy birthday!!!,Happy Birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
