“It would be hard to identify a portion of Duke that actually hasn’t played a role. It was the totality of this community engaging in every aspect you can think about.” — Kyle Cavanaugh::: Duke’s vice president for administration  TODAY.DUKE.EDU Students 'Nothing Short of Phenomenal' in Minimizing COVID Spread,2020-11-21 17:02:01,Joey Nord,Heidi Dubin,Kudos on a remarkable effort to keep kids and staff safe,Go Blue Devils!!💙😈,So proud of the Duke community!,Keep it up!,1 person is mad :D,This is the best news that i've seen in weeks! OMG ...people using common sense and their brains! ABSOLUTELY FABULOUS! GREAT JOB! Thanks for demonstrating that there may be hope for the human race in America yet! Absolute gratitude from an At-risk senior who can't go anywhere or go back to work because people where I live are idiots! Go Blue Devils! #preventablesadn ess #coronavirusdiar ies #PatriotsSaveAme ricanLives,Well done!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final exams start today and the end of the semester is in sight — You got this::: Blue Devils,2020-11-20 16:32:06,🌪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under the setting sun,2020-11-19 22:25:02,Absolutely Beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Working in four-hour shifts::: the C-Team has helped keep on-campus COVID numbers low this semester — Thanks to the organizers and all the volunteers who made the C-Team happen 👏  STORIES.DUKE.EDU Duke’s Secret Weapon in the Fight Against COVID-19 - Duke Stories,2020-11-18 17:07:00,You know what this shirt needs a unc fan and like 30 miles of distance,I love that shirt! Want! 💙,Thank you to Duke and to the volunteers and employees and healthcare providers and everyone who is keeping the Duke community safe. Also::: love the shirt and it would be so fun to see that available to purchase! I think the students would love to wear a shirt that has that picture on it! Is that something that can be done?,“10 campus squirrels”,Together you can accomplish anything. Bravo::: Duke!,Thank you for making a difference. Awesome job by everyone involved! Go Duke!,Do you want to get a good professional career and job in Global IT Industry? Then watch and subscribe us on Youtube for latest videos on recent technology trends to equip yourself for better IT Career. Regards ITshades.com Team https:// www.youtube.com/ watch?v=4K5IDhV2 mD4,Living our values. Proud alum who brags about our approach when interviewing potential Duke students.,💙😈💙😈,I’m so amazed by and grateful for this extraordinary example of health promotion and commitment to community.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A case study in today's Morbidity and Mortality Weekly Report from the CDC shows how Duke’s COVID-19 surveillance testing effort was able to minimize the virus’s spread among students on campus  TODAY.DUKE.EDU Case Study: Duke's Aggressive COVID Testing and Surveillance Minimized Infection,2020-11-17 18:05:36,Congrats on your efforts. 👍,Maggie Love,Please rescind Rand Paul's medical degree from Duke! Totally embarrassing! https:// www.cnn.com/ videos/health/ 2020/11/14/ rand-paul-corona virus-survivors -throw-away-mas ks-reiner-sot-n r-vpx.cnn/ video/playlists/ coronavirus/,Doug Lam,Can Duke distance itself from Rand Paul too? https:// www.cnn.com/ 2020/11/16/ politics/ atlas-stanford-c oronavirus-mich igan/ index.html?fbcli d=IwAR3nGCx0G-L jc2o6CNrhZWUMwb Vf2rV0L9bacK-oF I7RjFSdmGdUO3uS k6A,Thank you for the outstanding efforts and research! We are so grateful for the comprehensive approach Duke has taken to the pandemic.,AWESOME-great work everyone!,Congratulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We’ve made it to the final day of fall 2020 classes — Happy LDOC::: Blue Devils 🎉,2020-11-16 15:30:41,Hi there::: can share with me where is this beautiful path located on Duke University's campus? Been wanting to visit the campus some day! :),So proud of everyone!!!,The way the students' return to campus was handled makes me proud to be a part of the Duke University family.,MAGA Time!,Congratulations !,Go Duke,💙💙💙💙 CONGRATULATIONS ! 2021🎓,Great job keeping the students::: faculty::: and staff safe.,Thanks to the entire Duke community::: students::: teachers::: staff and Administration for arranging the Fall semester with impeccable detail. Many of the decisions taken early in the semester BY Duke were hard and we may have felt bad about them. However today ON THE LDOC::: it seems that those decisions helped All of us to have a safe and rigouros fall semester. Thank you all for keeping the community safe in the campus. Hopefully we will have a vaccine solution early in the spring semester. Amen. Blue Devils rock,thank goodness!,Miss this walk in,Incredible accomplishment! I bow to everyone at Duke who truly made it safe for our kids to stay on campus this semester. You have our full respect!,Well done Duke!,Soon my son will be home. 💙💙🙏🏼,Excellent www.serendib-te a.org,Amen!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome to the Duke Quantum Center – A growing hub of internationally recognized quantum computing in downtown Durham  STORIES.DUKE.EDU ‘More Possibilities Than There Are Particles in the Universe’ - Duke Stories,2020-11-14 17:05:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall colors brought to you by Sarah P. Duke Gardens 🍂  Although Duke Gardens is closed through 2020::: visit gardens.duke.edu for upcoming online programs and community engagement.,2020-11-13 16:45:44,Beautiful pictures 🌸🌺,Awesome,I hope you will reopen in January. Longwood gardens in Pennsylvania is open,Gorgeous!,Top fan Lucia Rodhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICYMI Duke Men's Basketball and Duke Women's Basketball schedules are here 🔵😈🏀,2020-11-12 17:04:20,Duke basketball is coming! Stay safe and healthy and have a great season!,Will large schedule posters and rosters be available this year?,Hoping for a SAFE and successful season.,Did you see this insane Hypnosis group in Missouri creating opportunities for folks to Electrocute themselves? https:// www.youtube.com/ watch?v=IWw__sNS ZPc,Cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To the women and men who have served our country — Thank you #VeteransDay,2020-11-11 14:34:53,Well this is confusing...... . Earlier this year y'all supported the BLM. Which we all know now supports Marxism and communism. Care to explain?? Have you changed your stance now??,I go to this ceremony every year to honor our veterans. Although I wasn't able to attend in person this year::: I was so glad Duke University live-streamed it. Thank you for your service!!,Top fan Lucia Rodhen,Happy Veterans Day! Thank you for your service!,Proud of the Duke students and employees who served::: and for those in the ROTC programs. 🇺🇸🇺🇸🇺🇸,Richard was very proud to serve in the Navy and Air Force!!,I was so proud to serve,Crypto trading is really a great and beneficial opportunity one should try out. Ivana has made crypto trading simple and less stressful .My experience with her has made me develop effective methods of trading cryptocurrency and also surpassing goals. Ivana’s platform makes withdrawal unchallenging and effortless. I really do love her style. I would recommend Ivana to anyone who wishes to get into the crypto trading world. I appreciate you Ivana  https:// www.facebook.com / ivana.walker.267 3,💞💞💞💞💞💞💞💞💞💞💞🙏🏽🙏🙏🏽🙏🙏🏽🙏🙏🏽🙏🙏🏽🙏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomorrow::: we'll host a virtual Veterans Day ceremony to recognize and honor those who have served or are serving in the United States Armed Forces  TODAY.DUKE.EDU Duke to Honor Military Veterans in Virtual Ceremony on Nov. 11,2020-11-10 15:17:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One week of classes to go,2020-11-09 17:40:32,Beautiful picture 🌞,My::: my::: there are so many hateful people out there! Everyone is still entitled to their own opinion. Not all with agree with yours or mine but we tolerate differences.,When it comes to the dumbest in the world::: I think you hold that title all by yourself!,"Proud to be a Master's recipient from that ""cesspool"" 😂😂 known as Duke Divinity School. Jesus better take your wheel Martha Mot because you're ignorant and hateful.",Beautiful place.,One of the best and most respected schools in the country!!,Should’ve gone to Carolina,Beautiful,They allegedly took a bribe in 1994.,💙💙💙💙,You got this::: James ! 💪🏻,Love and miss this beautiful campus!,Beautiful Pic,I feel sorry for the children whose photos you posted on your page.,Duke is AWESOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A team of Duke researchers has found that transcription factors bind to mismatched bits of DNA because it requires less energy — This may be a mechanism to lock in harmful regulatory mutations leading to disease such as cancer  TODAY.DUKE.EDU Transcription Factors May Inadvertently Lock in DNA Mistakes,2020-11-07 16:38:00,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Marta Longar,👏🏻 👏🏻 👏🏻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New studies are underway at Duke to test treatments that could help people with COVID-19 recover faster and avoid being hospitalized  MEDSCHOOL.DUKE.EDU Clinical Researchers Seek Ways to Lessen the Severity of COVID-19 | Duke School of Medicine,2020-11-06 17:27:00,Laynie Kirsch,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Marta Longar,Awesome👍🏻,Go Duke!,Biden said he would end COVID. You guys can quit researching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some fall foliage to brighten your feed,2020-11-05 16:11:14,2020/11/05  https:// m.facebook.com/ story.php?story_ fbid=3632564270 097799&id=19169 0867518507  https:// m.facebook.com/ story.php?story_ fbid=3473856479 359587&id=13077 1133668155  https:// m.facebook.com/ story.php?story_ fbid=3471569162 936571&id=80546 0986214082  Taiwan For your reference...,The most beautiful campus ❤️,Lorenzo Evans since you always talking about foliage lol,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Beautiful Duke,ABSOLUTELY beautiful,Fairyland for me long ago::: and still now!💙💙,Beautiful# Duke.,Love love Duke,Last night I dreamed I was working a show in Page Auditorium.,❤️❤️❤️,"I toured this campus years ago with a ""TARHEELS SUCK"" shirt on. The group I was with::: we had just came from UNC-CH campus. 😈 even got a fist bump from our tour guide.",Beautiful!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Following Election Night::: a message from President Price  TODAY.DUKE.EDU An Election Update from President Price,2020-11-04 15:14:52,We know most of the educated people voted for Biden.,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Thank you Professor Price,Perfect message to the Duke community during these uncertain times.💙 Thank you President Price!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The North Carolina State Board of Elections offers these 10 tips for Election Day voters  TODAY.DUKE.EDU Helpful Tips on Voting and Where to Vote on Election Day,2020-11-03 14:03:00,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Patrick Irandagiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Men's Basketball will co-host the Mako Medical Duke Classic honoring the late Dr. Onye E. Akwari — The event is scheduled for December 4-8 on the campuses of Duke & Howard University::: Dr. Akwari's alma mater  GODUKE.COM Plans Announced for Mako Medical Duke Classic Honoring Dr. Onye E. Akwari - Duke University,2020-11-02 21:46:00,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESSENGER Duke University updated their info in the about section.,2020-11-02 17:19:21,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A record 12:::694 voters cast ballots at Karsh Alumni and Visitors Center::: outpacing the previous record for early voting at Duke of 10:::003 set during the 2018 midterm elections  TODAY.DUKE.EDU Early Voting at Duke Sets Record,2020-11-02 17:02:01,This your center Rich?,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Gloria Nonnemaker,TRUMP 2020 🇺🇸,Great job way to exercise your right to vote?,With four more years imagine how many more American Seniors Trump can kill!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A bird's eye view of West Campus in peak fall form 🍂,2020-11-01 15:49:00,WELCOME TO THE ILLUMINATI LIGHT  Join illuminati now and achieve your desire. riches and powers secured. illuminati is a free gift from the light. If interested Reply🔺YES🔺now to achieve your dreams🔺🔺🔺install WhatsApp +44 7476 021450,Tracy Douville,Mariella Maurizio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 1943's 𝘐 𝘞𝘢𝘭𝘬𝘦𝘥 𝘸𝘪𝘵𝘩 𝘢 𝘡𝘰𝘮𝘣𝘪𝘦 to 2017's 𝘎𝘦𝘵 𝘖𝘶𝘵::: Professor Neal Bell's new book examines how screenplays bring scary ideas to life  TODAY.DUKE.EDU Here::: There Be Monsters,2020-10-31 17:33:00,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,Christina Li neal 💕💕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✨🎃 Happy Halloween 🎃✨,2020-10-31 14:30:04,Awesome!,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,Happy Halloween,Love it!!,♥️,💙💙,Where can I get a mask at? Those are awesome!!,My alma mater shows the signs of the times in 2020. Love this good humor from the university I called home 60 yrs ago,Sheep,You are so awesome!,Christine Chruscicki,Kenzo Archer 司徒雷風,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrate World Lemur Day with the Duke Lemur Center's free film 𝘔𝘦 𝘢𝘯𝘥 𝘠𝘰𝘶 𝘢𝘯𝘥 𝘡𝘰𝘣𝘰𝘰𝘮𝘢𝘧𝘰𝘰!  The celebration co-hosted by Duke alum and 𝘡𝘰𝘣𝘰𝘰𝘮𝘢𝘧𝘰𝘰 𝘢𝘯𝘥 𝘞𝘪𝘭𝘥 𝘒𝘳𝘢𝘵𝘵𝘴! co-creator Martin Kratt premieres at 8 PM 🔗 http://duke.is/TiGIrD  FRI::: OCT 30::: 2020 Me and You and Zoboomafoo - A FREE Virtual Event,2020-10-30 13:16:07,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set to join the Duke faculty in January::: former professional magician and current statistician Eric Laber uses data to solve real-world problems in sports::: personalized medicine::: and wildlife conservation  TODAY.DUKE.EDU Eric Laber: From Awe-Inspiring Magic to Problem-Solving Statistics,2020-10-29 16:58:22,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,Mara Martinez-Tavera a magician!,Please vote! Please vote for Biden/Harris! Please vote for sanity!  https:// www.ncdp.org/ voter-resources/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A team of Duke researchers has found that transcription factors bind to mismatched bits of DNA because it requires less energy — This may be a mechanism to lock in harmful regulatory mutations leading to disease such as cancer  TODAY.DUKE.EDU Transcription Factors May Inadvertently Lock in DNA Mistakes,2020-10-28 20:06:05,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autumn on campus 🍂,2020-10-28 15:33:21,Coco Lokoo,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,Beautiful University!,FOREVER DUKE !!!!!,💙💙,Beautiful.,Love you Duke,So beautiful,App beautifully 🥰,Love how the colors in the leaves bring out the colors in the stone. Homesick!,My second home!,Would you .......? Take a look ::: please ::: thank you .,Beautiful!,Beautiful,I’ve been at that spot so many times. ♥️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over a third of registered voters have already cast their ballots in North Carolina::: but you can still register and vote in-person or drop off absentee ballots at any eligible polling place in your county of residence through October 31 🔗 https://vote.duke.edu/,2020-10-27 16:09:12,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,💚💚💚,SHABBAT SHALOM,Alexa Lavergne register and vote early!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duke researchers have identified several ""silent"" mutations that likely explain why the SARS-CoV-2 virus became so hard to stop  TODAY.DUKE.EDU 'Silent' Mutations Gave the Coronavirus an Evolutionary Edge",2020-10-26 15:24:00,Proud of Duke.....,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,Alondra Sanchez Nickole Sánchez,We knew it was created in a Lab 🧪,Christopher Warr,Lucas Leon!,Y’all notice we haven’t heard of any other diseases or flues? This is all fake,Don't kid yourself. This thing didn't jump the barrier. It was created. On purpose! Biological warfare.,happens with all viruses::: it gets weaker and weaker,So proud of Duke University for all their recent work and discoveries. So nice to see that they will use the science to find the answers we need to defeat this virus.,Nice to see all the conspiracy theorists and bots on here,💚💚💚,SHABBAT SHALOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In a finding that will speed COVID-19 research::: Duke researchers have developed a living lung model that mimics the tiny air sacs of the lungs::: allowing scientists to watch the battle between the coronavirus and lung cells at the molecular level  TODAY.DUKE.EDU Lab-Grown Mini-Lungs Mimic the Real Thing – Right Down to Covid Infection,2020-10-25 15:38:01,*▲▲Hello this is an open invitation for you to become part of the world's biggest conglomerate and reach the peak of your career. As we begin this year's recruitment programme and our annual feast of harvest is almost at hand. Do you agree to be a member of this illuminati new world order* install what’s App messenger +44 7476 021450,Nice,Keep up the great scientific research! This is great progress.,Go Duke!!,Go Duke!!!,GO Duke!,Carrie Elizabeth Williams - how cool!,! Wow !,Laynie Kirsch::: wow!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
