🗣 Attention future Illini  The freshman application deadline for Fall 2022 admission is due TONIGHT at 11:59 p.m. CST.  Best of luck::: and we hope to see you on campus this coming fall. 🧡,2022-01-05 11:46:00,One of the best decisions I ever made was to attend U of I!! Graduated Class of 2002,Welcome to the future UIUC students.,Thanks 🙏😊 I see myself at UIUC for Fall2022.,👍,Should we go back Torri McTeague Alexa Majus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four years. Free tuition. That’s #IllinoisCommitment.  Learn more and see if you might qualify ▶️ admissions.illinois.edu/commitment,2022-01-04 17:49:17,Sorry boss I have to pass on the promotion the raise will eliminate my kids tuition. Nice incentive for workers,Meanwhile College Illinois! 529 doesn’t include screw of i in its list of state schools we can get a tuition freeze for when we started saving into it. so while i saved for my kids’ tuition since they were born i knew from the jump my kids wouldn’t go to my alma mater.,I guess I’m a fool for stating a college funds for my kids !! Because we don’t get a darn penny for either of my kids. 2 kids in college and we are laying FULL price. Because we are married and we both have jobs we don’t qualify for any scholarships grants or financial aid ….,I’m surprised there’s so much hate in these comments. The fact that this program is helping so many is a miracle:::! it would have been so difficult for students like me to afford going to U of I otherwise. Let’s look at this program as a great start::: I’d love for programs to expand to families with more income. It’s wild that fafsa works off parental income while many parents do not contribute to college education.  Still commitment was is a godsend to 30% of students so that’s a major win.,"This completely irritates me. Many parents save for college tuition and are getting ""punished"" for being responsible. Never liked this school.",How lucky for them. Guess they are able to pay for it with the high cost of out of state tuition that we're paying.,Thank you donors for your commitment 💙🧡💙🧡,"Who is paying for the ""free tuition""? ...KATHLEEN",It's no surprise that UIUC should toe the line with other Illinois organizations in the mismanagement of your hard earned money.,Unfortunately getting charity is a poor motivator.,No wonder they’re so broke.,I could have used an Illinois Commitment,Where was this money 8 years ago?,👏👏 rising tide raises all boats,While the middle class drown. Thanks for nothing!,Is the state funding trade schools and apprenticeships for those not going to college who still want a good paying job?,I guess I’m a fool for stating a college funds for my kids !! Because we don’t get a darn penny for either of my kids. Valedictorian of his class and no merit based scholarships available because merit based scholarships are based on Financials not actual merit. We are paying FULL price. Because we are married and we both have jobs we don’t qualify for any scholarships grants or financial aid ….,Bryanna Kelly,Bryanna Kelly,Top fan Soedodo Hardjoamidjojo,Nicholas Gonnella welp looks like I’m only 14 years late 😆,Jenny Assignment-Help,Keeping this to myself isn't a good idea::: I decided to tell everyone so you'll benefit from her. Earn successfully in Binary Options with the help of my account manager Mrs Vanessa Shari trading platform. She's trusted and reliable Vanessa Shari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illini sunsets 🧡💙,2022-01-03 22:20:01,Absolutely breathtaking. Ours have been beautiful here too.,I am afraid this barn/long standing landmark will be torn down. So few round barns remain! What a beautiful picture!,This looks like the round barn in a park north of Kewanee::: IL. Knowing that site I think it is a sunset picture. Of course::: I could have it misidentified then I it could be either. That’s the only round barn I know of.,Do you know why the sky is blue and sunsets are orange?? Because even God is an Illini fan!!!!,“…Amid the broad green plains that nourish our land…”,Downstate Illinois will always be my home….. 🙏🏾,Amazing picture! Great job !,I am confused. Is this sunrise or sunset? The same picture was posted several hours earlier today.,Beautiful view.,Beautiful as ever !,Krista Reinking,🧡💙,Wow,Lisa Unzicker-Wilson,🧡🌞💙,Cathy Bernoski,Beautiful photo!,Awesome!,Gorgeous,Beautiful,So beautiful!,So beautiful 🤍,So pretty!,Beautiful,BEAUTIFUL,Hail to the orange!,Stunning!,Beautiful,Just gorgeous!!,Wow! Stunning!,Love it!!,Woohoo!,So Pretty,Jenny Assignment-Help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Illinois has one of the most comprehensive COVID-19 response plans in the country. 🔸🔹  Explore the university's cutting-edge system that incorporates frequent testing::: data reporting::: modeling and a smartphone app.  BLOGS.ILLINOIS.EDU Explore the cutting-edge COVID-19 response plan at Illinois,2021-02-26 15:12:07,I'm hopeful that the incoming freshman will have a more typical experience (fingers crossed). But good to know that Illinois has undeniably managed the pandemic very well.,I’m very happy that they were able to create a great plan. However::: what is it’s worth if the students like my daughter have not had an in person class in a year?,As the parent of two graduates and a current graduate student::: I have been beyond happy with the University's approach and response to this crisis. Thank you!,It’s great. What are the vaccination plans for students?,This collaboration has been extensive and seamless::: and CUPHD colleagues are involved in every significant university decision.,That’s wonderful then why can’t you get the students back in the classroom?,Kudos for an inspirational and well planned protocol!,Success for UIUC.,6:::000 students got COVID when they originally said it’d be between 600-800 cases,It’s past time to return to normal life,This is communistic and will make people who don’t want the vaccine second hand citizens! Make no mistake this is merely about control,Hello Everyone::: SVK Technologies helping Recent Graduate to find dream JOB.  Best platform to grab the opportunities for the candidates who are experienced and freshers.  #OPT::: #CPT:::#STEM OPT::: #H4EAD:::#L2EAD:::#H1B candidates::: . We have a good marketing team and we provide #training also . We provide #inclass and #online training . We have clients all over the USA... We deal with the below-mentioned technologies: #.Net #Java Full Stack #Hadoop #Servicee Now #Salesforce #UI #Python #DevOps #Networking #ETL Informatica Developers/ Talend #Cloud AWS/Azure  BENEFIT PROGRAMS: #OPT Extension #H-1B sponsorship::: H1B transfer Green card process Flexibility in Salary Excellent referral program New skills development programs Please::: feel free to reach me in case of any further details. MAIL:pramod.y@s vktechinc.com or contact : 732-385-5065 or else you can reach out to me @ 732-385-5059,Thank you!,Thank you 🧡💙,Great job!! 🧡💙,Fantastic,U of I will survive!! 💙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The CITL Innovation Spaces::: located in the Armory building::: have some of the latest innovations in education technology available to students.  The high-tech space features virtual reality::: 3D printing::: 3D design::: digital inking::: VR/AR/MR/XR::: robotics::: laser cutting::: gaming::: a multitouch video wall and more. It is also the headquarters for Illinois Esports.,2021-02-25 20:20:39,Kara Johnson,Justin Partridge,Hello Everyone::: SVK Technologies helping Recent Graduate to find dream JOB.  Best platform to grab the opportunities for the candidates who are experienced and freshers.  #OPT::: #CPT:::#STEM OPT::: #H4EAD:::#L2EAD:::#H1B candidates::: . We have a good marketing team and we provide #training also . We provide #inclass and #online training . We have clients all over the USA... We deal with the below-mentioned technologies: #.Net #Java Full Stack #Hadoop #Servicee Now #Salesforce #UI #Python #DevOps #Networking #ETL Informatica Developers/ Talend #Cloud AWS/Azure  BENEFIT PROGRAMS: #OPT Extension #H-1B sponsorship::: H1B transfer Green card process Flexibility in Salary Excellent referral program New skills development programs Please::: feel free to reach me in case of any further details. MAIL:pramod.y@s vktechinc.com or contact : 732-385-5065 or else you can reach out to me @ 732-385-5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Housing has received a $1.7 million estate gift from alumna and University Housing retiree Marilyn Michal.  This extraordinary gift will establish the Marilyn Michal Fund for the Illinois Residence Hall Association::: fund student scholarships and awards for the Central Black Student Union & National Residence Hall Honorary::: and further cultivate student-centered experiences with emphases on academic achievement::: personal development::: and global awareness.  HOUSING.ILLINOIS.EDU University Housing Receives 1.7 Million Dollar Gift,2021-02-25 15:31:34,Marilyn was a legend as an advisor for RHA. I was fortunate to work with her and know that this generous gift reinforces her legacy in the University Housing community.,So generous. I'm so glad that this gift will be supporting the programs Marilyn cared so much about.,I warmly recall Marilyn as a colleague and not surprised that her support would be felt for many years in the future.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The sunshine on campus this week has been a welcome reminder of warmer days ahead! ☀️,2021-02-24 22:30:12,Welp after -70 wind chill in early 90's I vowed to leave IL the minute I had a chance and sunny since! Miss campus and loved the UofI life!,Tell professors to stop assigning things then I wanna go out 😭😭,Let the sun shine,🧡💙,Fabio Victor Da Silva Oliveira,Fabio Victor Da Silva Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Carle Illinois College of Medicine has been granted provisional accreditation following an in-depth review of educational and program quality standards.  This provisional accreditation is a great accomplishment & another historic milestone for a groundbreaking new kind of medical school.  Carle Illinois College of Medicine is the world’s first medical college to incorporate engineering and technology principles into medical education::: and it is the first new college created at #ILLINOIS in more than 60 years.  NEWS.ILLINOIS.EDU Carle Illinois College of Medicine granted provisional accreditation,2021-02-24 14:59:13,it is an important process that helps ensure that we are delivering on our promise and mission to provide quality medical education to our students:::” said Iuliana Balascuta,Congratulations !,Accreditation of a new medical school is a multistage process in which the school must demonstrate that it complies with LCME standards for educational quality::: said Dr. King Li,The first class of students at the Carle Illinois College of Medicine in 2018 joined Dr. King Li::: front center::: the dean of Carle Illinois.,Sic man.... ILL.....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In case you need a reminder that there's #NoPlaceLikeIllinois::: we have:  + 500:::000+ living alumni (that's huge) + Fortune 100 companies recruiting Illini + 8 ranked athletics teams + The best food (voted #1 Midwest food town)  It's always a great day to be an Illini! 🔸🔹,2021-02-23 21:20:01,I don’t know... seeing as how Spudnuts is no longer there::: how did we get such a high rating in the food department?,I earned 2 engineering degrees from the U of I. I was not prepared for the envy my accomplishments generated in the working world among co-workers and bosses.,Glad to be among the Living Illini! 👻💙🧡💙🧡,I have a BS Aero Eng (1964) and a PhD Mathematics 1969. Be prepared to work hard at the U of I. It establishes great habits for the future. That and learning how to solve problems - sometimes in completely new areas - is the basis of my success in industry - and starting 3 years ago::: a very comfortable retirement. It is difficult for students to understand how highly respected is the U of I.,Might be barely able to get from my old dorm to classrooms::: class of ‘75 & ‘77,I'm 3rd generation Illini: my ancestors witnessed the last time UofI won the Rose Bowl.,Do you have a Co-Ed competitive cheerleading squad?,Carson Schray,Thanks for clarifying 500:::000+ is huge 🤣🤣🤣,How many dead alumni?,🧡💙,🧡💙,Corona virus should not be an hindrance for you to make money..The only real and legit Bitcoin investment and trading company is available for binary and cryptocurrency trading and mining platform with real and legit proof. Invest $100 and earn $1000 profit in few hours... Interested members should ask me how or contact Mr Donald Gary on Facebook for more information contact him now 👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾  Donald Gary,Feel fortunate to have gone to this University. 🙏🏼,I am proud of UIUC. I got my MS degree in 1977::: and now I almost 81.....,Me too,Absolutely beautiful 👏,I-L-L,I ❤️ my alma mater.,André Furugen Simprão Andrade::: the best food... Rsss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For those who were just admitted into one of the best universities in the nation—what are your next steps? University of Illinois Admissions has prepared a checklist with all the info you need to officially become an Illini.  BLOG.ADMISSIONS.ILLINOIS.EDU You're Admitted::: Now What? Preparing for College at Illinois,2021-02-22 19:41:34,My son was just accepted into your mechanical engineering program. We are so excited to see where this journey takes him!!,Mallory Stiegman,We are excited to see the acceptance letter::: but as an out-of-stater we need to see if there is a merit scholarship offer. When will those be sent?,Your degree will open doors. Study and decide what you need to do to get the grades you want. Just because you got all As easily in high school doesn't mean you'll get them at U of I...everyone is smart.,Congrats! Next step is for you is to start advocating for the university to bring back our proud and honored symbol::: Chief Illiniwek.,I submitted my transfer application on Monday! Fingers crossed,Next step? Go to class and study!! Class of ‘70.,Study hard::: then exam time is just a review! Then play your heart out for a few weeks!,Now that you've accepted her::: can you please give my daughter a full scholarship? Thanks 😊,Jen Foley,Drew Semmelman,Ryan Pierce,Neal Cammy for our new Illini.,Show me the scholarship!!!,Finish through::: be yourself and follow your dreams. Can't wait until Aug 2021!,I remember that day,Buy masks and make sure you've got a good video cam on laptop,To UIUC ➡️,Gracyn Allen Kennedy Record iconic photo 🤩,Rodolfo!!!,Maeve Conlon!!,Mason Fesser What a superstar! Lol,SmAshley check out the link here:::my dear Baby Illini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I-L-L! 🏀🔸🔹  The #5 Fighting Illini Basketball take on Minnesota today at 2:30 p.m.,2021-02-20 16:00:28,I have waited years::: since 2005::: to see them play like that! It was awesome! Remember this feeling and game and carry on!,That game was awesome! So proud of those boys:::and glad to see them have fun playing!,Illinois fans have been promised a team like this and play like this again for so long it is just so sad that those fans don’t get a chance to be at the games and watch them in person 😓. We are still enjoying the play though!!!!!,Nationally televised game...let’s do this!,Fantastic game::: ILLINI! 🧡💙,Go Fighting Illini basketball 🧡💙💪,Go::: go::: go::: ILLINI basketball. And good luck.....,Grandison! Get him some minutes. He’s a glue guy. Hustles. Good D. Got a little shot.,We don’t need no stinkin’ mascot—we are the Illini!,Let’s go guys!!! Give ‘em heat! 🔥🔥🔥,I-L-L  Go Illinois beat MN!,Great job everyday guys... that was fun to watch,Let’s goooo!,Big 10 network??,🧡💙,Please add up please my old account get hark,Awesome! 💙🧡,https:// www.facebook.com /groups/ 815894549261410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to all our newly admitted Illini!  Get ready to join the best university family. I-L-L! 🧡,2021-02-19 21:57:27,My youngest daughter just received the great news! My oldest graduates this spring from U of I! We are building our own Illini legacy!,Had many students admitted today! So proud and hope they choose to become a part of the family!,So excited - Son just got his acceptance into Mechanical Engineering.,My grand niece starts in the fall!! Softball & academics!,My son was admitted — Kinesiology! We are from Seattle.,My son was accepted in EE. 🧡💙 He would be the 8th Illini in our family.,My daughter is graduating this May from UofI 🥰 Now::: it’s my son’s turn 🥰 C O N G R A T U L A T I O N S! to all students that made it and to all the hard working parents.,My twin grandsons were admitted today!,This alumnus is proud of my daughter who was accepted into Animal Sciences.,My son got accepted into Mathematics!,Two of my grandchildren received their acceptance today!!,My daughter is very excited...think ing Marching Illini Color Guard might be in the future!,Sending another son your way!,Congratulations !! 💙🧡 BEST four years of my life!,Welcome to the Illini Family! I'm excited to see what the new year brings and I will look forward to advising and supporting our new DGS students and their families!,Congrats and I wish them the best.,Congratulations to the newly admitted Class of 2025! You have overcome obstacles and challenges::: you’ve got this! You’ll be so glad you did!! 🧡💙,Congrats from a Class of 84 alum. Some glass art inspired by the Orange and Blue,Congratulations to our oldest Granddaughter Morgan. She will be joining the Freshman class this fall in Champaign majoring in Bio Chemistry. We are very proud of you Morgan!,Congrats to the incoming class of 2021 admits. Proud of your accomplishments ! Welcome to one of the best universities in the country - across all curriculum. Looking forward to congratulating you all in the future with your graduation!,Fantastic!!! Proud parents for sure!! Good luck Griffin!!😊,I-N-I. Congratulations to all of the admitted students.,Welcome to a great university! I graduated from the U of I in the 1960s::: and still treasure my four years there. I vividly recall my Freshman year —- first home football game (UCLA):::the crunching of leaves underfoot in the Quad::: first mid-term exam::: fraternity initiation::: etc. Proud to be an Illini. Hope you will be::: too!,I am so proud my son got accepted. He’s worked so hard and it’s all paying off.,So very proud of my granddaughter::: just accepted!!,My son was accepted into computer engineering. He's very excited. And we're very proud!,I remember thinking I wouldn’t get in::: and waiting soooo long to finally log on to see if I was! Took an hour or two due to so many others logging on at the same time. Congrats::: you’re all gonna love it!,My son was accepted into aerospace engineering!,I remember when I moved to Campus for the first time!! Many years ago!!,Great School!,Congratulations 🎊,So many great memories on the Quad!,Congratulations !!,Congratulations new and returning students in 2021,Welcome to UIUC new students....,My neighbor was admitted to Engineering. We’re so glad to have you at Illinois::: Ryan!,All four of us are proud alums of Illinois!,Best wishes and 🙏 Namaste to newly admitted.,Congratulations !!,Congratulations 💕💕💕,Brennan Taylor look at you::: kid! An Illini!,Congrats to you all!,Congrats!,🔶🔷🔶🔷,Grace Annabelle,My boy got accepted into Computer Science today! 🎉🎉🎉,I-N-I Class of '65!,Success to y’all 🎉,You’re welcome!😍,Hoping..someday ! 💙🧡,If you are interested to learn about Illuminati come visit our page to check out the online courses offers will end soon. https:// www.facebook.com /POTUSQ,I- N-I!!!!  God bless you all!!!  Let the beautiful adventure begin!!!!,👏👏👏👏,https:// www.amazon.com/ Cognitive-Theore tic-Model-Unive rse-Reality-The ory/dp/ 0971916225/ ref=pd_vtp_1?pd_ rd_w=cYquP&pf_r d_p=55cbb45e-25 34-4809-9135-12 f41eecb852&pf_r d_r=8XM6NY9M3C2 1Q715JRK0&pd_rd _r=b80bb495-deb 0-47bf-9854-06d 6fab10e6d&pd_rd _wg=SMsEz&pd_rd _i=0971916225&p sc=1,Kennis Tong,congrats for ilinis,Thomas Myrda 👏🏼,I-L-L!!🧡💙,Welcome::: Class of 2025 !!! 🧡💙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yesterday::: #ILLINOIS students took a break from classes to play in the snow. ❄  Snowball fights::: frozen bubbles::: snow sculpting competitions::: ice runs and more—you name it::: the quad had it. 🔸🔹,2021-02-18 20:13:19,So fun. ❤️the college life,Ben Stiegman Erik Stiegman,Nice work! Normally one wouldn't work with yellow snow but it looks nice.,Looks like lots of fun!,unfortunately too many students are still locked in a dorm room who aren't even allowed outside with a mask and social distancing because of covid,I miss the snow in Urbana-Champaig n and of course UIUC....,That’s sick::: why didn’t anyone use the bathroom before they left the buildings.,OMG. This looks like so much fun!,Cheryl Einhorn::: a snow kitty! 🐱,Jessica Gonzalez....I don’t see you or your roommates in any of these photos?!?!?!?,This is AWESOME!,Awesome!!!,Wow awesome 👏,Wow! That's awesome 👍👍,So fun! ❄️🧡💙❄️,Nice work!,Consuelo Montemayor,https:// www.facebook.com /groups/ 815894549261410,So sweet,DogeCoin to the moon???,If you are interested to learn about Illuminati come visit our page to check out the online courses offers will end soon. https:// www.facebook.com /POTUSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As healthcare workers::: Carle Illinois College of Medicine students are among the first to receive both doses of the COVID-19 vaccine.  Their clinical studies call them to be on the frontlines of healthcare::: and each has a deeply personal reason why the vaccine was important to them. Read their stories. 🔽  MEDICINE.ILLINOIS.EDU Carle Illinois students among first to receive both doses of COVID-19 vaccine - Carle Illinois College of Medicine,2021-02-17 17:32:35,I got my first Pfizer vaccination through Carle and they did a great job.,you will know the consequences soon !!!!.... gene therapy COVID19 .!!!,“I want to share my experience with the vaccine – if there were any adverse effects to my blood sugar::: etc. Spoiler alert: there haven’t been any changes:::” Lowe said.,"1. Recognize your condition:  God's commandments prove that we have broken His law.  God says: ""Thou shalt not bear false witness..."" ""Thou shalt not steal."" ""Thou shalt not commit adultery."" ""Thou shalt not covet..."" ""Thou shalt have no other gods before me."" ""Thou shalt not take the name of the Lord thy God in Vain; for the LORD will not hold him guiltless that taketh his name in vain."" The truth is::: if God judged you by His Commandments::: He would find you guilty. Romans 3:19::: AV: ""...that every mouth may be stopped::: and all the world may become guilty before God."" Romans 3:23::: AV: ""For all have sinned and come short of the glory of God.""  2. Realize that the price/penalty of sin is death and hell.  Romans 6:23::: AV: ""For the wages of sin is death..."" Revelation 20:15::: AV: ""And whosoever was not found written in the book of life was cast into the lake of fire."" Hell is a real place::: where those who die without accepting The Lord Jesus Christ will go for all eternity.  3. Realize that The Lord Jesus Christ paid your sin debt.  Romans 5:6:::8::: AV: ""For when we were yet without strength::: in due time Christ died for the ungodly."" ""But God commendeth his love toward us::: in that::: while we were yet sinners::: Christ died for us."" The Lord Jesus Christ::: the Son of God::: suffered and died on the cross for your sins. John 3:16::: AV: ""For God so loved the world that he gave his only begotten Son::: that whosoever believeth in him should not perish::: but have everlasting life."" The Lord Jesus Christ loves you. He wants you to be saved and live in Heaven with Him for all eternity.  4. Receive The Lord Jesus Christ as your Saviour.  John 1:12::: AV: ""But as many as received him::: to them gave he power to become the sons of God::: even to them that believe on his name."" In faith::: trust the Lord Jesus as your Saviour today. Acts 16:30-31::: AV: ""...Sirs::: what must I do to be saved? And they said::: Believe on the Lord Jesus Christ::: and thou shalt be saved..."" John 5:24::: AV: ""Verily::: verily::: I say unto you::: He that heareth my word::: and believeth on him that sent me::: hath everlasting life::: and shall not come into condemnation; but is passed from death unto life.""  Would you like to know for sure that Heaven will be your home?  Do you admit that you are a sinner and deserve hell for your sins?  Do you believe that The Lord Jesus Christ died to pay your sin debt?  Will you repent and ask The Lord Jesus Christ to save you today::: right now?  Ephesians 2:8-9::: AV: ""For by grace are ye saved through faith; and that not of yourselves: it is the gift of God: Not of works::: lest any man should boast.""  Romans 10:9:::13::: AV: ""That if thou shalt confess with thy mouth the Lord Jesus::: and shalt believe in thine heart that God hath raised him from the dead::: thou shalt be saved."" "" For whosoever shall call upon the name of the Lord shall be saved.""",Why did they receive it before ill seniors?,Anant Naik,Awesome!,If you are interested to learn about Illuminati come visit our page to check out the online courses offers will end soon. https:// www.facebook.com /POTUSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The journey belongs to all of us::: whether you’re a current student::: part of our alumni community or any other member of our #ILLINOIS family. Find out where we’re heading next at IlliniFest. 🔸🔹  RSVP today! illinois.edu/events/illinifest,2021-02-16 22:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom Seekers is connecting students to the Underground Railroad & the Great Lakes.  “I grew up near Lake Michigan and never learned how my cultural roots were so closely connected to the natural world::: so I’m excited for the next generation to have this educational opportunity.”  IISEAGRANT.ORG Freedom Seekers curriculum connects students to the Underground Railroad::: Great Lakes and science,2021-02-15 16:11:12,Gotta love when the University puts on a show that they support the BIPOC community but will turn on them in a heart beat while letting a majority white toxic community (Greek life) endanger the lives of people in the community #justiceforivorc hen,Here’s my testimony everyone. This is a serious matter With great respect and honor to a real spell caster Caesar Oduma Afri::: this man is a good and honest person. He restored back my broken home and also gave me a lucky supper numbers to win jackpot::: so many times without asking for money. I was scammed so many times online::: before a friend here of FB gave me Caesar O Afri contact and I explain everything to him and he assured me that he was going to help me get all my lost funds back which he did and the scammers came back begging me and they all sent my money back within 48hours::: I was shocked and speechless! I don’t need to say much::: contact him below and see wonders for yourself. He has cure to all your problems::: worry no more OK. I await your testimonies soon. Please let him know I sent you and also inform your family and friends about this great and good god. Contact him today with this details below. Note NO Phone calls is not allowed until he approved it to speak to you::: don’t forget that OK.  Contact Name: Caesar Oduma Afri Email: odumapowers@gma il.com WhatsApp No: +1 440 266 5685,If you are interested to learn about Illuminati come visit our page to check out the online courses offers will end soon. https:// www.facebook.com /POTUSQ,You are always the best in everything 😍💖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hail to the orange. 🧡,2021-02-12 21:16:58,We shall love NO other::: so let our motto be...,UIUC is trying to revoke a students visa for sheltering in place  https:// www.change.org/ p/ vice-chancellor- for-student-aff airs-dr-danita- m-b-young-readm it-ivor-chen-to -the-university -of-illinois?ut m_content=cl_sh arecopy_2733362 3_en-US%3A7&rec ruiter=47986056 6&recruited_by_ id=52204e90-c88 6-11e5-ae6c-539 7232e196a&utm_s ource=share_pet ition&utm_mediu m=copylink&utm_ campaign=psf_co mbo_share_abi&u tm_term=share_p etition,Hail to the Blue,Hail to the blue 💙,Beautiful picture! Hope to visit soon.,Meadow Walker Behance Paul Walker Foundation School Is where you find a job I graduated in Computer Science at Stanford University 2020 i Also worked as a Professional Welder from 1998-2016 and nany other jobs before that,#Illini,ထိုက္ ဦး,https:// www.facebook.com /groups/ 815894549261410,ထိုက္ ဦး,https:// m.facebook.com/ story.php?story_ fbid=1150864402 030702&id=10001 3214598277,🧡💙,🧡💙,🧡💙,♥♥♥,Here’s my testimony everyone. This is a serious matter With great respect and honor to a real spell caster Caesar Oduma Afri::: this man is a good and honest person. He restored back my broken home and also gave me a lucky supper numbers to win jackpot::: so many times without asking for money. I was scammed so many times online::: before a friend here of FB gave me Caesar O Afri contact and I explain everything to him and he assured me that he was going to help me get all my lost funds back which he did and the scammers came back begging me and they all sent my money back within 48hours::: I was shocked and speechless! I don’t need to say much::: contact him below and see wonders for yourself. He has cure to all your problems::: worry no more OK. I await your testimonies soon. Please let him know I sent you and also inform your family and friends about this great and good god. Contact him today with this details below. Note NO Phone calls is not allowed until he approved it to speak to you::: don’t forget that OK.  Contact Name: Caesar Oduma Afri Email: odumapowers@gma il.com WhatsApp No: +1 440 266 5685,Hail::: Alma Mater.,Justice for Ivor Chen https:// www.change.org/ p/ vice-chancellor- for-student-aff airs-dr-danita- m-b-young-readm it-ivor-chen-to -the-university -of-illinois?us e_react=false&f bclid=IwAR2J90D ZB3sfMxt5cx6_G6 DWBizPhlydt9pvg 2aaq-cDPy3ytYMP SS0zpfo,Go Fighting Illini Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you catch Amanda Gorman's poetry reading before the Super Bowl this past Sunday?  #ILLINOIS professor and award-winning poet::: Ángel García::: hopes it inspires others to become a force for change in their communities through poetry.  NEWS.ILLINOIS.EDU What does poet's Super Bowl performance mean for poetry?,2021-02-12 16:03:45,What I hope is they bring back that poetry concentration under the Rhetoric department and allow people to focus solely on poetry as a writing concentration if they really want to do that for a living. I graduated from U of I with a Bachelor of Arts in Rhetoric. My concentration was poetry. Bring it back!,Ángel García::: an award-winning poet and an English professor at the University of Illinois Urbana-Champaig n who teaches poetry courses::: spoke with News Bureau arts and humanities editor Jodi Heckel about the recent attention to poetry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
