Order the new 2020 Virginia Tech SGA Hokie Effect shirts today and you can still get them in time for the virtual Orange Effect game on Oct. 17 and the virtual Maroon Effect game on Nov. 14! ➡️ ➡️ bit.ly/hokieeffect1 🏈  The best part is that: 1️⃣ A portion of each sale goes toward the Student Emergency Fund and other great causes that help Hokies. 🧡 2️⃣ You can look almost as cool as this Hokie. 😎  [📸 Please note that this Hokie fan isn't wearing a mask because he's home-gating with his pod/family.],2020-10-12 22:14:52,Mine was shipped today! So excited to wear it here at Walt Disney World!!!,Njoy::: Chesapeake VA:::God bless!,"Everytime this pops up I think ""that's my Noah""! Love it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To protect themselves::: their families::: and friends::: all students are encouraged to participate in voluntary COVID-19 testing at Lane Stadium before leaving campus for Thanksgiving and the rest of fall semester.  Schedule an appointment by Oct. 26! ⬇️  VTNEWS.VT.EDU Students encouraged to get tested before Thanksgiving break,2020-10-12 18:20:36,Please note: Because we need to manage staff time and have the proper tests available::: any students who schedule an appointment but do not show up at their time and do not cancel within 48 hours will be charged a $100 fee.,Greatly appreciate that this is being offered to students!,Free?,When will VT implement rapid saliva testing like many schools (including UVA) are doing? Is there any effort to move towards this much less invasive method of sampling?,Briana Schwam,Isaac Aftergut please schedule your appt.::: you must have an appt. But it’s free and 72 hours is the usual result time. Looking forward to seeing you.,Are you going to be testing on November 13-19?  In how many days are the results?,Are on-campus students going to be tested upon their return in January the way they were in August?,Is it an antibody test?,And if they test positive? Still have to leave dorms by 21st?,OH! NO::: My nephew goes to that school::: they all should be tested just to make sure . You just never know . Students need to stay safe from this horrible virus and not take it for granted . Just do it and stay safe not for you but everyone around you and the people you love.,What is expected turn- around between test and result (And thank you for offering!!),Eric Friedemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigenous Peoples Day events kick off at 10:15 a.m.  Join us in learning more about the heritage of the land on which we work and live and the legacy of the Tutelo/Monacan people and all Indigenous people.  MON::: OCT 12::: 2020 Indigenous Peoples Day,2020-10-12 14:07:14,School don't recognize good Friday anymore::: now we just make up holidays..... Hmmmmm,Waste of $$.....how many paid employees doing this crap instead of their job today??,It's COLUMBUS DAY!!,Thank you VT for helping us to both celebrate and educate ourselves about the culture of indigenous peoples.,Columbus Day,Thank you for celebrating Indigenous Peoples Day! Go Hokies!!!,I guess getting a degree at VT doesn't mean much anymore.. Can't even figure out the name of a holiday. Yeah....I get it....but it is what it is.... STOP trying to be so WOKE...,"""History is written by the victor. History is filled with liars. If he lives and we die::: his truth becomes written - and ours is lost. Shepherd will a hero::: 'cause all you need to change the world is one good lie and a river of blood.""","I remember seeing a flyer in War Memorial about the 500th anniversary of the ""Colombian Invasion:::"" and that was some real perspective",Yeah::: because the indigenous people were so much kinder... https:// en.wikipedia.org /wiki/ Human_sacrifice_ in_Aztec_cultur e?fbclid=IwAR0U BFjlgMFoYgLQY_W UI6oqKVcPszyb5O EReh0PaFSUyQuWX cU-y5zeUJE,Happy Columbus Day to all Hokies!!,In 1492......,Doesn’t eve deserve a comment!!!,Happy Columbus Day!,That would be Columbus Day,Happy Columbus Day!!!,Wow great memories:::thank you! Njoy stay safe.God Bless!,Happy Columbus Day VT.,I am just here to see how many people who celebrate a present day genocidal maniac also crying over not calling it Columbus day 🥱,Sounds like C-ville!,Happy Columbus Day to all Hokies!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In case you missed it: See this recap of our recent virtual mental health conversation::: where leaders shared wellness tips::: new initiatives::: and more on how #VirginiaTech is prioritizing mental health to help students and also equip them to help others. 🧠 🧡  VTNEWS.VT.EDU Mental health professionals use virtual conversation to encourage rest::: good nutrition::: and exercise,2020-10-12 12:20:20,Let some students go to football games::: please!! 🏈 Don’t just give up::: make a safe plan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomorrow::: Oct. 12::: #VirginiaTech will proudly observe Indigenous Peoples Day.  As a land-grant university::: we owe our institution’s existence::: in part::: to lands west of the Mississippi River that were confiscated from Indigenous peoples and sold to fund the founding of our nation’s land-grant institutions::: including Virginia Agricultural and Mechanical College in 1872. And today’s Indigenous students at Virginia Tech also come from every corner of the commonwealth and more distant geographic areas.  We encourage the community to reflect on the history of the Blacksburg area — and on the Inclusive VT future that we will continue to build together.  VTNEWS.VT.EDU Virginia Tech observes Indigenous Peoples Day on Oct. 12,2020-10-11 19:39:08,Actually::: the name of the holiday is Columbus Day. https:// www.catholic.com /magazine/ online-edition/ columbus-the-rea l-story,How about we get rid of this particular holiday all together and make Election Day a national holiday?,ITS COLUMBUS DAY!!!!!!🇮🇹🇺🇸,It's Columbus Day!,I’ll be celebrating Columbus Day.,As a current student::: I am very happy that VT has chosen to honor Indigenous Peoples in this way instead of celebrating the horrors of colonialism. Thank you::: VT for acknowledging this very important part of our university's history!,Geez::: all the serious issues our country faces::: and people are more worried about renaming holidays and schools. Move forward people. Let's put our time and energy into making this world a safer and better place.,Y’all are on here upset about what it’s called? You still get the day off! It’s not like when it was called Columbus Day you dressed up in a funny hat and pants and reflected on how he “discovered” North America! Enjoy the monday::: do some chores around the house::: pop a top at noon::: and have some fun!,Proud alumni who recognizes the false white washed history we’ve all been taught and happily taking a note from Maya Angelou by knowing better and now doing better and I’m happy VT is doing better as well ❤️,It was Columbus Day. They're woke here now::: dontchaknow,Immediately upon seeing the post::: I thought there has got to be tons of butthurt white people in the comments. I wasn't wrong.,Why are people upset and ashamed because of this!  Think about how the Native Americans who were here FIRST::: yet this Columbus guy was celebrated as if he Discovered America!  Seriously! Some people don’t want anyone else to be celebrated or have anything but them!  Ridiculous!,I celebrate Columbus Day. Stop erasing our history,For most business::: it’s called “Monday”. Everyone get to work tomorrow.,The comments are exactly what I expected and I'm still disappointed,....we have transitioned from the Greatest Generation to the era of Entitled and Lazy Generations. If you want an Indigenous Persons day....work for it::: gain support::: petitition Congress. If you don’t like Columbus Day....Ditto approach. You don’t get to just ignore and informally rename Federal Holidays...whic h are established in statute/ code and have meaning to many people throughout this Nation and State. Too bad the purportedly “Woke Generation” are asleep at the wheel of any actual engagement for change (other than a few days protest)....and too bad VT (and many other Universities) have endorsed mob whim over scholastic leadership and citizenship. “America isn’t easy. America is advanced citizenship. You’ve got to want it bad...cause it’s going to put up a fight”...The American President.,You can thank our Governor for the Indigenous Day. Federal Government still recognizes Columbus Day. How about putting stuff like this on a ballot?,Columbus Day and Thanksgiving in Canada.,Happy Columbus Day!,Celebrate native Americans on a different day. Is that so hard?,And this is why we don’t give. It’s COLUMBUS DAY.,The worst stain on American history is the treatment of Native Americans. It’s truly shameful. However::: it has nothing to do with Columbus! You can have a “day” for both!,250 yrs I am indigenous,It’s Columbus Day,Its called Columbus Day::: and without the man it celebrates there would be no Virginia Tech::: no Virginia::: no USA::: and not even a Western Civilization. Shame on the 'leadership' at my alma mater.,Its Columbus Day,Why can’t it be both?,Won’t be able to do any observing Oct 12. Four classes and an exam! All on Indigenous People’s Day.,Thank you:::it is important that we understand our history.,Happy Columbus Day! 🇺🇸🌎☮️,Enjoy Italian pizza 🍕 and gelato 🍨 and love Italian Americans today ❤️🇮🇹🇺🇸🌎☮️ !,Give me a break. VA Tech is a public school that’s gone off the PC deep end.,"They were CONQUERED. It's happened all over the world for millennium untold. All people::: all races::: all creeds have been conquered at one point or another. Singling out ""colonialism""::: which is the reason YOU'RE HERE::: is short sighted and naive. Perhaps hiring less indoctrinating liberal agenda ""professors"" would help. The little college kids are being taught to hate America instead of thanking God they were born here. And those coming from other countries to study in America should be grateful.",That’s all well and good. But when does VT celebrate Columbus’ great accomplishments and those of millions of Italian Americans?,Columbus Day!,It's Columbus Day.,It is Columbus Day as far as this Italian American is concerned!,From the greatest generation who preserved free speech to this. Marxist have done an amazing job .,Who hijacked VT?,"So what are you going to do to be more ""inclusive"" besides rename some dorms? 🤣","Well::: this sure went off the rails quickly. To those saying VT was and should be a ""conservative institution"" I would like to say a University should be neither a conservative institution nor a liberal institution::: but an institution of learning::: where students are free to discuss just such as this. I think their discussion would be much more civil than the one their parents are having here. I think many would be ashamed::: but not surprised::: to see how quickly this thread became so acrimonious.",HAPPY COLUMBUS DAY!,Omg why do we need to rewrite history!! It’s Columbus Day.,It is amazing how people get so bent out of shape over things they really never thought about. Learning is good. It helps you open your mind to something other than what you were always taught.,It's discouraging to know so many past and present Hokies don't know the true unaltered story of Columbus. It's one rife with genocide and mutilation and its not a secret either. Even his contemporaries denounced his wickedness. I didn't realize so many Hokies endorse this with such glee.,It's Columbus Day. But what else would one expect from Tim Sands::: the same spineless coward who honored a convicted felon who brought national disgrace upon Virginia Tech by his personal participation in the systematic starvation::: beating::: torture::: hanging::: and electrocution of dogs for fun and profit. I look forward to the day when the individual guiding the honor and legacy of Virginia Tech displays the moral character and fortitude this great university deserves. Still waiting for you to take my phone call::: Tim. But I know you won't. You didn't have the courage then::: you certainly don't have it now.,Soon Christmas will be called Winter Day because having Christ in the name is offensive 🙄. It’s Columbus Day. Stop being a bunch of snowflakes. Can you believe this Cheryl Carusi Nick Carusi,Columbus was a white supremacist jerk. Happy Indigenous Peoples day::: #Hokies!,I think you mean Columbus Day... if you wana call is the bogus “indigenous peoples day”::: maybe you should close your doors::: cry a tear and give the land back to one of the local Indian tribal nations.,I have no problem with VT acknowledging this new holiday but some of the rhetoric used in this post is awkward given the fact the Draper's Meadow Massacre occured in Blacksburg and VT tries to do their best to keep it a secret.,Would rather celebrate the many Indigenous Peoples that inhabit this country over some old dead::: wrong guy. 🙌,I have Native American DNA::: but I think Christopher Columbus should be celebrated. He did the equivalent of traveling to the moon::: but with way less information. They were told they’d fall off the earth. They were sailing blind. That was pure exploration and courage.,Columbus Day::: check your calendar!!!,"Confiscated is a very polite way to say ""stolen""",For sure.....,Of course they did.,C-o-l-u-m-b-u-s Day.,🙌🏽🙌🏽🙌🏽,In 1492....,It’s Monday basically.,Wow!,Your whole state sucks.,Columbus Day !!,1872!,COLUMBUS DAY,CHRISTOPHER COLUMBUS NEVER STEPPED FOOT IN NORTH AMERICA. educate yourself and stop being ignorant by continually using white washed history. #indigenouspeopl esday,Columbus Day,Columbus Day!,James Clark,Columbus Day.,James Clark,👏👏👏❤️ Love this!! Go Hokies!!!,David Hudson,I miss VPI,🤦‍♀️,Columbus Day!!,Columbus Day,...,God bless! Chesapeake VA,Thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So many fun events happening Oct. 9-15 to help you socialize safely and keep meeting new Hokies:  🏈 Student Engagement and Campus Life at Virginia Tech's watch party for the Hokies vs. UNC 🍿 Back to the Future movie night 🌶 Virginia Tech Dining Services' Chili Challenge 🛶 Virginia Tech Rec Sports' Venture Out paddle boarding and canoe trips 🎤 Virtual Homecoming's Got Talent show 🇺🇸 VT Engage: The Center for Leadership & Service Learning's voter education events ⬇️ And much more ⬇️  VTNEWS.VT.EDU Things to do at Virginia Tech: Oct. 9-15,2020-10-09 17:13:50,Sarah Garretson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With the help of his father and colleagues at CannonDesign::: Virginia Tech College of Architecture and Urban Studies alumnus and former faculty member::: Bobby Vance::: led the design on the COVID Shield::: a portable COVID-19 testing station that helps to protect those protecting us. 🙌  Roughly the size of a phone booth::: the COVID Shield offers a convenient solution for mass pop-up testing in workplaces::: college campuses::: schools::: community areas::: and other public settings – whether for COVID-19 or a future infectious disease outbreak. It also enables individuals to get tested without having direct physical contact with the health care staff administering the tests. 🥼  VTNEWS.VT.EDU Fighting COVID with design,2020-10-09 15:22:11,👍,Looks like something you'd see at the carnival.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need help expressing your love for Virginia Tech tradition::: turkey legs::: and Tech Triumph? 🦃  WEAR IT via the new 2020 Virginia Tech SGA Hokie Effect shirts! The best part is that a portion of each sale goes toward the Student Emergency Fund and other great causes. Covering the world in maroon and orange is a nice bonus::: too. 🧡  Pre-order your shirts to get them in time for the virtual Orange Effect game on Oct. 17 and the virtual Maroon Effect game on Nov. 14. ➡️ ➡️ ➡️ bit.ly/hokieeffect1,2020-10-08 20:27:07,Miss so many things that use to be! Hopefully we will return to what we all love next year! Hang in there.,Kristen Seals Andrea Laird They're available.,Ordered mine::: will proudly wear here in Florida!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tune in now for the Class of 2022 virtual Ring Premiere!  As one of the few colleges and universities that redesign their ring collections each year::: this is a special Virginia Tech tradition. 💍 🦃  Virginia Tech Alumni October 7::: 2020 at 7:00 PM ·  Learn more about class rings and how to buy one: https://www.alumni.vt.edu/classrings....  For the first time::: this year's junior class will unveil its ring design in a virtual Ring Premiere. Virginia Tech is one of a few colleges and universities that redesign their ring collections each year.  Former defensive coordinator Bud Foster was named named the Class of 2022 class ring namesake::: and Rosemary Blieszner::: Alumni Distinguished Professor and senior Fellow in the Center for Gerontology at Virginia Tech::: was named class sponsor. Learn more: https://vtnews.vt.edu/articles/2020/0...  NOTE: Most shots of campus in this video were taken prior to March 2020. Please see ready.vt.edu for community health updates for the fall semester.,2020-10-08 00:04:26,Thank you!!,Bud Foster ring namesake. Awesome way to honor Coach Foster.,Ring Dance 1961::: any way you look at it::: it was a great class & a special weekend... Who came to our NG Armory party? 👩‍❤️‍💋‍👨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As we reach the semester halfway point::: President Sands would like to thank Hokies for their determination in the face of so many challenges that none of us expected::: asked for::: or deserved::: along with a reminder to not give in to pandemic fatigue.  Continue to #BeCommittedBeWell and we’ll finish up the fall semester together as planned.  Read more on our progress to date and the outlook for the future. ⬇️  VTNEWS.VT.EDU Halfway through the semester::: Virginia Tech rises to the challenge,2020-10-07 18:59:06,The students' mental health needs to be more of a priority::: that is a bigger risk than the virus to this age group. As a paying customer with two current students I would like to know when in person classes will begin again. What is the magic metric the campus must meet to start opening up::: and is there a plan of opening phases. This can't be the new normal.,"I'm extremely disappointed in recent developments coming from VT leadership. They have continuously patted themselves on the back when it comes to ""positivity rates"" but do so by jacking up the surveillance testing. Adding that many test results from random and non symtamatic individuals skews the results. Now::: leadership has decided to require a large amount of employees to be tested regularly even if they have no symptoms. If they choose not to comply with the newly required testing::: they will be forced to not return to work and do so without the ability to access their personal time. ""Leave without pay""",What are the metrics for reducing regulations and what regulations might be reduced? Current rules are stricter than in the general population. With colder weather coming::: relaxing outside regulations won’t do much. How about allowing more socialization in dorms-where they already share bathrooms? It would be nice to see something for the students to collectively work toward.,VT leadership has been so disappointing in so many ways. But as a public university::: it's understandable how they can't ignore the fear that's been spread to the public about this virus. I don't necessarily blame them::: but wish they could stand up more for the student and respect how many are still sacrificing to pay the full tuition costs and receiving a reduced educational product.,Keeping the campus community safe and healthy is the utmost priority. Thank you for your efforts and stewardship in this regard.,My freshman daughter is a neuroscience major. Please start phasing in the in person classes. Especially the labs. Please.,Go birds!! 🧡🦃,Please more in person classes.,let seniors go to football games.,Great job with the #s. Kids on campus desperately need activities. Perhaps show the football game on the drillfield::: use several ballrooms or other spaces on campus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food insecurity exists on college campuses nationwide and Virginia Tech is no exception. Many people may assume college students are better off than the population at large::: but students are actually far more likely to be food insecure than the general public.  A $1.5 million gift from a Virginia Tech Alumni couple::: Hema & Mehul Sanghani::: is helping us respond at a moment when our students face unprecedented uncertainty::: stress::: and financial challenges. Their generosity supports ""The Market of Virginia Tech:::"" a new initiative that combats food insecurity by providing Hokies with enough fresh ingredients for seven days of meals so they can focus on their academic success.  You can help fuel student success and provide Hokies with healthy meals::: too. Support The Market of Virginia Tech ➡️ bit.ly/marketofvt",2020-10-07 15:00:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug enthusiasts will gather virtually for the 10th year in a row for 10 days of activities to celebrate the exciting science of entomology during Virtual Hokie Bugfest 2020 Oct. 7-17. 🐞 🐛 🐜 🕷  Tune in for over 30 virtual exhibits featuring insect videos::: a virtual hour of the Hokie BugZoo::: a look at honeybees in action via the Virginia Tech Hive Cam::: at-home activities::: and more. ⬇️  VTNEWS.VT.EDU Hokie BugFest goes virtual for its 10th anniversary Oct. 7-17,2020-10-07 14:18:53,Taylor - Maybe a good time for you to visit????,And millipedes,Yay let's explore the Katydid family,Becky Philips!!!!!,Lauren Jayne Bour,Gohsman Fam something to consider for your bug-lovin girls! 🧡,Chesapeake va,God bless!,Willy Williams Angela Williams,Deirdre Cahill You can still attend!,Kelley W Crawford,Rachel::: maybe this would be a good homeschooling activity.,Nasim Schwab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is particularly important that we minimize the impact of the flu this year.  Students::: faculty::: staff::: and community members should attend Schiffert Health Center's walk-in flu shot clinic TODAY from 9 a.m.-5 p.m. in the Rec Sports Field House. (The Field House is located at 510 Beamer Way and there is metered and permit parking available.)  To save time::: fill out the two forms linked here in advance ➡️ bit.ly/fluclinicvt  WED::: OCT 7::: 2020 Walk-in flu shot clinic,2020-10-07 12:36:14,Heather Jordan Clark do kids need them,Akhil Kamalesh,God bless! Chesapeake VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let's hike together (from afar)! Join our first-ever fall Hokie Hike. 🦃 ⛰  Register for the Hokie Hike and we'll send you a box of Hokie hiking gear. Then::: we'll virtually hike together anywhere::: anytime Nov. 7-17. 💪 ⬇️  ALUMNI.VT.EDU Hokie Hike,2020-10-06 19:08:52,Paige Wilson,Stuart Mellish,Be up in adirondacks state park this weekend and cherry springs state park the next.,Alicia Johnston Carr,Anyone in Pennsylvania going to Ricketts Glen?,Dennis Dunworth Avery Haines Dunworth Jessica Clubb Kevin C Taber Blake Brinkley our next hike?,Evan Hall maybe we plan a trip to Guadalupe Peak?,Sarah Newman,Katie Orr,Jim for the November lake weekend.,Andrew Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join President Sands and university leaders from Virginia Tech Student Affairs and Cook Counseling Center for a discussion on Virginia Tech mental health initiatives and the well-being of students today (Oct. 5) from 1–2 p.m. ⬇️  MON::: OCT 5::: 2020 Conversation on mental health initiatives,2020-10-05 14:57:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For our Virginia Tech Public Health Program students—also known as the ""COVID Crushers""—the ideal Friday night is caring for their fellow Hokies by setting up a booth downtown to distribute personal protective equipment::: hand sanitizer::: and medical-related information to help fight COVID-19 in Blacksburg.",2020-10-05 14:11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy birthday to the Hokies out there who share a birthday with Virginia Tech! 🥳 🎂 🦃  You already know what our birthday wish is — for you all to be committed and be well. 🧡,2020-10-01 19:21:31,Justus Dianaa Francisco Holy crap Virginia Tech is a Libra! ♎💯🔥,Michaela,🎂,Lynn Lawson Scaggs,Happy Birthday,I’m sharing a birthday 🍰 10/1 also. VT class of 1987.,Jenn McCaly,🧡❤🧡,Katie Andersen you should have held on a few more hours,Happy birthday VT!🧡🦃🧡🎂🥳🥂,Thought you guys had forgotten this special day in Hokie History.....Hap py birthday Virginia Polytechnic Institute & State University.,Happy Birthday VT!!,I am sharing a birthday with VT! 10/1/1953! Class of ‘75,Happy Birthday!,Happy Birthday::: Virginia Tech,Happy birthday va tech,🎂👍🎈🎁❤️,Happy Birthday 🎈,🥰🥰,Happy Birthday!,You want us to be committed? NOOOO! Although after this year::: it may be in the cards . . .,Yep - Happy Birthday to my beloved VT! And yes Oct is my birthday month! ❤️🧡❤️🧡❤️🧡❤️,Happy Birthday Hokie Nation!,"""We"" are 26 today! My husband and I (both Hokies::: me- 86::: he- 87 and 89) were married on 10/1/94. Wish I could say we knew what an important date this was when we picked it for our wedding day- but we did not. We did however::: make sure we planned it on an away game weekend so none of our Hokie friends would miss out on a fun weekend in the Burg.",Jon T. Jolin,Happy Birthday Virginia Tech - Many more to come,Happy Birthday!,Happy Birthday 🎊,Drew Ensz,Happy Birthday to VA Tech and Happy Birthday to me.😍😁🎉🎈,Happy birthday H🦃kies! 🧡,🧡🦃🇺🇸,Happy Birthday!,Happy birthday Hokies!,Happy Birthday Virginia Tech!!,My bday is tomorrow! So::: VA Tech must've been the result of a New Year's Eve party::: too! Bwahaha! Happy bday to my alma mater::: VT!!! (Almost the same day as mine) 🎂🎉🍻🍾🦃😁,Happy birthday this month to me and VT!,I'm an Oct 1 baby too...birthday twins! 🧁,Happy Birthday VT!! 🧡🤎🧡,get after it!!,Happy birthday!!,How about a Birthday Wish to get back to normal and let our Hokies have fun!!,Love Sharing my birthday with VT! Class Of 95’,Donna Parham Cousins,Happy Birthday Virginia Tech! Best college around in my book! ❤,"Jerry Gaines::: Tom ""Cloud"" Johnson shares this birthday!!",Happy Birthday to us! #utprosim ♥️🧡,I never knew Virginia Tech and I shared a birthday. Now I’m an even prouder Hokie!,My father who passed recently would have been 92,Happy BirthdayHokies,Happy birthday Virginia Tech,Cheers VT!!!,Happy Birthday::: Virginia Tech!!🎉🎁🎂♥️🦃🦃Wishing you many::: many more!!,Happy Birthday 🎈,Avri Loyd ❤️,Millard Binswanger,Happy Birthday Va Tech!!🎉♥️🎉,Happy 🥳 Happy Birthday 🎉 Hokies!!!,Happy Hokies Birthday!!,Happy HOKIES Birthday,Happy Hokie Birthday,😊,Happy Birthday Hokies!!!!,Happy birthday!,Rita Lee,Happy birthday 🎁,Tracy Castle-Newman - it was kismet.,Faris AlHajri,HPBD Hokies..🎂👏,HBD HOKIES! 💙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The next phase of our COVID-19 testing plan is focused on the health and safety of employees and students in high-contact situations. Mandatory testing of high-contact Hokies on our Blacksburg campus will begin on Oct. 5 through the surveillance testing clinic.  The frequency and number of tests will depend on overall testing capacity::: with the goal of testing the entire high-contact population (about 1:::100 individuals) every two or three weeks. ⬇️  VTNEWS.VT.EDU A message from President Tim Sands: High-contact testing program,2020-10-01 18:39:41,can we not with this?,how do you know someone is high contact? i have 2 “hybrid” classes and everything else is completely online::: but even then::: for my hybrid classes i have only been on campus once for 15 minutes in the past 2 weeks. Does that make me high contact ?,The more they test::: the longer they can justify the ridiculous rules.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ICYMI: A Virginia Tech Alumni couple::: Hema & Mehul Sanghani::: have stepped forward with a $1.5 million gift in support of ""The Market of Virginia Tech:::"" an initiative that combats food insecurity by helping Hokies get healthy meals so they can focus on their academic success. 👏  Want to help fuel student success and provide Hokies with healthy meals? Support The Market of Virginia Tech ➡️ bit.ly/marketofvt",2020-10-01 13:17:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
